Units,Units_forecasted,date,SSC,Product,Data_type
,202.86002262067603,4/1/2025,SSC Germany,BU_REF,02_Gross_Profit_cons_standard_COGS
,5831.924551907135,4/25/2025,SSC Germany,BU_ODX,02_Gross_Profit_cons_standard_COGS
,8439.359189993518,4/30/2025,SSC China/HK,BU_VIZ,02_Gross_Profit_cons_standard_COGS
,1585.4854925296752,5/3/2025,SSC Germany,BU_REF,02_Gross_Profit_cons_standard_COGS
,8103.579112306023,5/6/2025,SSC Germany,SBU_OPT,02_Gross_Profit_cons_standard_COGS
,4603.893883051551,6/19/2025,SSC Germany,BU_RAD,02_Gross_Profit_cons_standard_COGS
,851.0328873524222,7/13/2025,SSC Benelux,BU_REF,02_Gross_Profit_cons_standard_COGS
,6599.365275859823,8/2/2025,SSC Benelux,BU_ODX,02_Gross_Profit_cons_standard_COGS
,4398.738788192204,8/3/2025,SSC AUSNZ,BU_RAD,02_Gross_Profit_cons_standard_COGS
,494.7131401837584,8/7/2025,SSC Germany,SBU_OPT,02_Gross_Profit_cons_standard_COGS
,415.83194922073966,8/23/2025,SSC Benelux,BU_REF,02_Gross_Profit_cons_standard_COGS
,4689.767512204678,9/24/2025,SSC Germany,SBU_MCS,02_Gross_Profit_cons_standard_COGS
5229.068967001479,3137.3229945944645,10/1/2021,SSC AUSNZ,BU_VIZ,03_Sum_of_Variances_and_risks
6452.096922,6749.889088806486,10/12/2021,SSC Benelux,SBU_MCS,03_Sum_of_Variances_and_risks
7786.672833064383,9931.525177637423,10/19/2021,SSC Germany,SBU_OPT,03_Sum_of_Variances_and_risks
5220.424257939248,5041.941644052239,11/10/2021,SSC AUSNZ,BU_ODX,03_Sum_of_Variances_and_risks
8309.683497109545,4971.121577075303,12/8/2021,SSC Germany,BU_REF,03_Sum_of_Variances_and_risks
2378.143316435756,5905.241549161674,12/9/2021,SSC Benelux,BU_REF,03_Sum_of_Variances_and_risks
4670.554417166341,4347.219728364238,1/9/2022,SSC Germany,ALL_MED,03_Sum_of_Variances_and_risks
5439.998364080125,9734.935190572238,1/11/2022,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
2743.633472907881,5412.498834149944,2/18/2022,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
5647.720118683772,3272.006073998785,4/13/2022,SSC Benelux,BU_RAD,03_Sum_of_Variances_and_risks
2113.919195,2361.097943965126,4/25/2022,SSC Benelux,ALL_MED,03_Sum_of_Variances_and_risks
8156.870321800176,4131.831138058516,5/1/2022,SSC China/HK,SBU_MCS,03_Sum_of_Variances_and_risks
7881.629785575445,1974.187132777472,5/25/2022,SSC Benelux,SBU_MCS,03_Sum_of_Variances_and_risks
9310.988602526168,3593.292393388046,5/26/2022,SSC Benelux,BU_VIZ,03_Sum_of_Variances_and_risks
2082.0356534607736,6248.853641502797,5/30/2022,SSC Benelux,ALL_MED,03_Sum_of_Variances_and_risks
7598.120510091742,780.1585251,6/6/2022,SSC Benelux,SBU_MCS,03_Sum_of_Variances_and_risks
5602.220783945133,4970.595193,7/18/2022,SSC Benelux,BU_ODX,03_Sum_of_Variances_and_risks
2960.6383384544597,2399.4641537502966,7/26/2022,SSC China/HK,SBU_MCS,03_Sum_of_Variances_and_risks
5113.689478827529,3472.3629567583303,8/12/2022,SSC Germany,ALL_MED,03_Sum_of_Variances_and_risks
1588.251776586008,2430.6851147570005,9/26/2022,SSC AUSNZ,BU_REF,03_Sum_of_Variances_and_risks
7924.490500859467,2615.450785298188,10/25/2022,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
4014.9021080456882,8200.030481,11/4/2022,SSC AUSNZ,BU_RAD,03_Sum_of_Variances_and_risks
5630.682379030431,2043.6929826863327,11/11/2022,SSC Benelux,SBU_OPT,03_Sum_of_Variances_and_risks
8305.648087788217,5590.857358606957,11/21/2022,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
4357.084283342349,9843.385990473076,12/11/2022,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
7115.844874625922,4010.7406900399556,1/3/2023,SSC Germany,ALL_MED,03_Sum_of_Variances_and_risks
6495.855717372861,7041.316685851589,1/18/2023,SSC China/HK,BU_REF,03_Sum_of_Variances_and_risks
2548.5371611924224,2772.8023181613103,3/9/2023,SSC China/HK,BU_RAD,03_Sum_of_Variances_and_risks
5933.59101,4385.104487,4/1/2023,SSC AUSNZ,SBU_MCS,03_Sum_of_Variances_and_risks
2140.700225131767,1420.254290435189,4/14/2023,SSC China/HK,BU_RAD,03_Sum_of_Variances_and_risks
4755.607186,1830.3662787842854,4/28/2023,SSC Benelux,BU_VIZ,03_Sum_of_Variances_and_risks
9798.719528660484,1560.4472772519107,4/30/2023,SSC AUSNZ,ALL_MED,03_Sum_of_Variances_and_risks
5343.015914478822,9296.252526094482,6/4/2023,SSC Germany,BU_RAD,03_Sum_of_Variances_and_risks
5795.854536357342,3418.356914187798,6/8/2023,SSC Germany,BU_RAD,03_Sum_of_Variances_and_risks
1060.2465006071398,5549.8740528443195,6/23/2023,SSC Benelux,ALL_MED,03_Sum_of_Variances_and_risks
8561.600080369386,9741.624948,6/25/2023,SSC China/HK,BU_REF,03_Sum_of_Variances_and_risks
2196.718711750989,9695.311826934281,7/3/2023,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
2080.844108136029,6078.468650635934,7/17/2023,SSC AUSNZ,SBU_OPT,03_Sum_of_Variances_and_risks
2472.0555057655633,2175.9950037289145,8/5/2023,SSC Germany,ALL_MED,03_Sum_of_Variances_and_risks
3049.504766331802,7937.3205537401245,8/10/2023,SSC China/HK,BU_REF,03_Sum_of_Variances_and_risks
9466.610220892342,6469.714082072397,8/18/2023,SSC Germany,SBU_OPT,03_Sum_of_Variances_and_risks
3924.524338074842,7674.319139637242,8/27/2023,SSC Benelux,BU_REF,03_Sum_of_Variances_and_risks
1620.0546524739786,8224.410019,9/4/2023,SSC AUSNZ,BU_VIZ,03_Sum_of_Variances_and_risks
632.9343629336258,9283.568894679442,9/14/2023,SSC China/HK,SBU_OPT,03_Sum_of_Variances_and_risks
9016.323099737447,1194.2448008559586,9/26/2023,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
3403.418176344275,4100.166475454927,10/21/2023,SSC Germany,BU_RAD,03_Sum_of_Variances_and_risks
8550.376860547254,2899.1084240630184,10/24/2023,SSC AUSNZ,SBU_MCS,03_Sum_of_Variances_and_risks
6283.773769085178,3046.938668636954,11/3/2023,SSC AUSNZ,SBU_MCS,03_Sum_of_Variances_and_risks
6155.527836851924,5890.930014254842,11/5/2023,SSC China/HK,BU_ODX,03_Sum_of_Variances_and_risks
2113.914441087667,8217.251105162657,11/11/2023,SSC AUSNZ,BU_RAD,03_Sum_of_Variances_and_risks
8829.622466936049,2875.8978420145977,12/5/2023,SSC China/HK,BU_RAD,03_Sum_of_Variances_and_risks
7465.1035753198075,9331.488272,12/13/2023,SSC China/HK,SBU_MCS,03_Sum_of_Variances_and_risks
1611.6075831467642,3681.3140559821736,12/23/2023,SSC China/HK,BU_RAD,03_Sum_of_Variances_and_risks
1656.3550847501451,7744.822403670453,1/21/2024,SSC China/HK,BU_REF,03_Sum_of_Variances_and_risks
,7747.718342464833,3/15/2024,SSC AUSNZ,ALL_MED,03_Sum_of_Variances_and_risks
,8850.059559545656,3/18/2024,SSC AUSNZ,SBU_MCS,03_Sum_of_Variances_and_risks
,950.1647318848753,3/20/2024,SSC AUSNZ,SBU_MCS,03_Sum_of_Variances_and_risks
,3013.0922068920213,3/25/2024,SSC Germany,BU_ODX,03_Sum_of_Variances_and_risks
,1516.4816883590745,4/1/2024,SSC Benelux,BU_VIZ,03_Sum_of_Variances_and_risks
,6033.601817,4/8/2024,SSC China/HK,BU_VIZ,03_Sum_of_Variances_and_risks
,6824.636476107473,6/9/2024,SSC China/HK,SBU_MCS,03_Sum_of_Variances_and_risks
,6482.228639629401,7/5/2024,SSC Benelux,BU_VIZ,03_Sum_of_Variances_and_risks
,2838.0664999294027,7/26/2024,SSC Germany,SBU_MCS,03_Sum_of_Variances_and_risks
,100.3930934388977,8/30/2024,SSC AUSNZ,SBU_MCS,03_Sum_of_Variances_and_risks
,7180.574895930402,10/1/2024,SSC AUSNZ,BU_ODX,03_Sum_of_Variances_and_risks
,2103.270147603792,10/3/2024,SSC Benelux,BU_REF,03_Sum_of_Variances_and_risks
,7745.033708242348,10/4/2024,SSC China/HK,BU_REF,03_Sum_of_Variances_and_risks
,9555.027836920282,10/10/2024,SSC Germany,ALL_MED,03_Sum_of_Variances_and_risks
,4868.328764,10/28/2024,SSC Germany,BU_RAD,03_Sum_of_Variances_and_risks
,223.84939537114462,11/3/2024,SSC China/HK,SBU_MCS,03_Sum_of_Variances_and_risks
,9059.779285372031,12/12/2024,SSC AUSNZ,SBU_MCS,03_Sum_of_Variances_and_risks
,2443.615164686481,12/29/2024,SSC AUSNZ,BU_RAD,03_Sum_of_Variances_and_risks
,6819.131870136719,1/4/2025,SSC Benelux,BU_VIZ,03_Sum_of_Variances_and_risks
,7825.060661345956,1/7/2025,SSC Benelux,SBU_OPT,03_Sum_of_Variances_and_risks
,3047.1388300039316,1/13/2025,SSC Benelux,SBU_OPT,03_Sum_of_Variances_and_risks
,1799.9044098496051,1/15/2025,SSC Germany,SBU_OPT,03_Sum_of_Variances_and_risks
,674.7316807975524,1/27/2025,SSC AUSNZ,BU_VIZ,03_Sum_of_Variances_and_risks
,709.9410548,2/28/2025,SSC Germany,ALL_MED,03_Sum_of_Variances_and_risks
,8767.576993805917,3/25/2025,SSC AUSNZ,BU_REF,03_Sum_of_Variances_and_risks
,2586.242716663908,5/30/2025,SSC Benelux,BU_ODX,03_Sum_of_Variances_and_risks
,4665.961872951567,6/30/2025,SSC Germany,BU_REF,03_Sum_of_Variances_and_risks
,5578.706980951555,7/5/2025,SSC AUSNZ,BU_REF,03_Sum_of_Variances_and_risks
,5074.601550902708,7/15/2025,SSC Benelux,ALL_MED,03_Sum_of_Variances_and_risks
,5427.461913027118,7/18/2025,SSC AUSNZ,BU_RAD,03_Sum_of_Variances_and_risks
,2249.4918766511664,7/22/2025,SSC Benelux,BU_VIZ,03_Sum_of_Variances_and_risks
,4431.597188796996,7/28/2025,SSC Germany,BU_VIZ,03_Sum_of_Variances_and_risks
,1922.8648769403035,7/29/2025,SSC China/HK,SBU_MCS,03_Sum_of_Variances_and_risks
,5257.8708347648835,8/16/2025,SSC AUSNZ,BU_RAD,03_Sum_of_Variances_and_risks
,4344.939100479378,8/31/2025,SSC AUSNZ,BU_ODX,03_Sum_of_Variances_and_risks
,368.41563678380163,9/8/2025,SSC Germany,ALL_MED,03_Sum_of_Variances_and_risks
,4374.895607091579,9/21/2025,SSC Germany,SBU_OPT,03_Sum_of_Variances_and_risks
2926.51186,2933.1484627053333,10/5/2021,SSC Benelux,BU_RAD,04_Variances
9818.512952590148,8596.155242,11/11/2021,SSC China/HK,SBU_MCS,04_Variances
6060.458052301252,8090.650833575887,11/18/2021,SSC AUSNZ,SBU_OPT,04_Variances
4196.045413659007,5813.857462174562,11/28/2021,SSC Benelux,BU_RAD,04_Variances
5372.111009459284,3998.8985177679438,12/17/2021,SSC China/HK,ALL_MED,04_Variances
8753.379824160924,2449.1925880074805,12/20/2021,SSC Germany,SBU_OPT,04_Variances
5002.256979574068,5975.966968323548,12/21/2021,SSC Benelux,SBU_MCS,04_Variances
1805.9958215684633,1038.241855370181,1/1/2022,SSC AUSNZ,SBU_OPT,04_Variances
4320.029220326427,2129.194336665334,1/12/2022,SSC Germany,SBU_MCS,04_Variances
4808.286475984627,8709.884954965732,1/19/2022,SSC AUSNZ,SBU_MCS,04_Variances
1216.4085099811173,7357.40911,1/20/2022,SSC Benelux,SBU_OPT,04_Variances
6603.699053,8262.961573577313,2/14/2022,SSC Germany,SBU_OPT,04_Variances
6377.716108460207,4024.1241639757773,2/28/2022,SSC AUSNZ,ALL_MED,04_Variances
4328.675948280644,7544.130194133166,3/10/2022,SSC AUSNZ,BU_REF,04_Variances
3565.069950106373,9236.596256613657,3/27/2022,SSC Benelux,BU_REF,04_Variances
5109.142048344937,3254.646393840091,4/2/2022,SSC Benelux,BU_ODX,04_Variances
1079.2115256406141,5204.888971339035,4/29/2022,SSC AUSNZ,SBU_OPT,04_Variances
9103.545337254307,5227.969623091281,5/6/2022,SSC AUSNZ,SBU_MCS,04_Variances
8939.284559624486,8026.646849433188,5/17/2022,SSC AUSNZ,BU_VIZ,04_Variances
8622.255896455998,2408.7690639712855,5/23/2022,SSC AUSNZ,BU_REF,04_Variances
4852.690874503866,1559.8280338640636,5/31/2022,SSC AUSNZ,BU_ODX,04_Variances
4729.749765478392,9880.467811,6/1/2022,SSC Germany,ALL_MED,04_Variances
7471.3135288331505,3462.9119913737613,6/26/2022,SSC Benelux,BU_RAD,04_Variances
4956.720927565632,8908.815552952517,7/9/2022,SSC AUSNZ,ALL_MED,04_Variances
3861.4441539766817,7109.187755915977,7/23/2022,SSC China/HK,BU_RAD,04_Variances
7099.819200394424,7431.927038360094,7/30/2022,SSC China/HK,BU_RAD,04_Variances
1325.1797364538509,5448.178000139872,8/6/2022,SSC China/HK,ALL_MED,04_Variances
7412.055648849336,6483.690742474008,8/10/2022,SSC Germany,BU_ODX,04_Variances
5329.265086059604,4977.395165072838,9/12/2022,SSC AUSNZ,SBU_OPT,04_Variances
4641.814159778272,9894.981839037944,9/28/2022,SSC Benelux,BU_REF,04_Variances
4631.990558883226,9381.921106740052,10/4/2022,SSC Benelux,BU_VIZ,04_Variances
5493.807637308835,6479.973126,10/14/2022,SSC AUSNZ,SBU_MCS,04_Variances
8963.638111871393,2309.5384011351134,11/16/2022,SSC Benelux,BU_REF,04_Variances
8017.694077484247,7141.354804512831,12/16/2022,SSC Germany,SBU_MCS,04_Variances
3715.4335756469545,6992.661974,1/11/2023,SSC Germany,BU_ODX,04_Variances
3005.1079495756367,5255.888790593976,1/25/2023,SSC China/HK,BU_ODX,04_Variances
9763.742085,5980.400012620958,2/5/2023,SSC China/HK,SBU_OPT,04_Variances
7722.910189396354,4199.049941306377,2/8/2023,SSC Germany,SBU_MCS,04_Variances
3576.544332295034,4143.665075503719,2/11/2023,SSC AUSNZ,BU_REF,04_Variances
8784.277718878695,4786.203834603319,2/20/2023,SSC AUSNZ,BU_RAD,04_Variances
7898.349904409847,6134.786554396993,2/28/2023,SSC Germany,BU_VIZ,04_Variances
4241.7324064068325,4323.311443738362,3/1/2023,SSC China/HK,SBU_MCS,04_Variances
8730.713379206398,8799.383372872597,3/10/2023,SSC Germany,SBU_OPT,04_Variances
6634.4435107280915,9597.599921556372,4/4/2023,SSC AUSNZ,SBU_OPT,04_Variances
4671.841332209717,4138.297857587354,4/12/2023,SSC China/HK,BU_VIZ,04_Variances
4659.246062273291,6103.481511374217,5/4/2023,SSC Germany,BU_RAD,04_Variances
2142.622996519014,1655.992685470166,6/17/2023,SSC China/HK,BU_REF,04_Variances
740.6564523720664,4386.085469338712,6/24/2023,SSC AUSNZ,BU_VIZ,04_Variances
3135.9013871842467,5070.114053,6/27/2023,SSC Germany,ALL_MED,04_Variances
1639.7860873808972,903.5840362019528,6/29/2023,SSC Benelux,SBU_OPT,04_Variances
2349.9508539463104,9383.318641671342,7/21/2023,SSC China/HK,SBU_OPT,04_Variances
1825.6022091042423,4131.414475896332,7/24/2023,SSC Benelux,SBU_MCS,04_Variances
7420.9002924539045,2371.358608056562,8/2/2023,SSC China/HK,ALL_MED,04_Variances
5897.332105740797,868.8650195,8/6/2023,SSC Benelux,SBU_OPT,04_Variances
6645.996959680514,5566.749012,8/9/2023,SSC China/HK,BU_REF,04_Variances
9082.723443771796,127.02234032985007,8/28/2023,SSC Germany,SBU_MCS,04_Variances
8554.669183,6043.541308959713,8/29/2023,SSC Germany,ALL_MED,04_Variances
8150.610245194106,4119.023867742116,10/3/2023,SSC China/HK,SBU_OPT,04_Variances
7408.2806306698885,3321.220976470772,10/10/2023,SSC Germany,BU_VIZ,04_Variances
5988.843407655153,6463.8706577471585,10/28/2023,SSC AUSNZ,BU_REF,04_Variances
2852.443111065718,7320.177992689953,11/13/2023,SSC Benelux,SBU_OPT,04_Variances
1595.834184485012,6767.334286463599,11/14/2023,SSC Benelux,ALL_MED,04_Variances
7851.358970893305,683.1081587,11/22/2023,SSC China/HK,BU_ODX,04_Variances
1983.5610224423056,4347.0065887891815,12/10/2023,SSC Benelux,ALL_MED,04_Variances
8950.790783265185,6191.622379631821,1/6/2024,SSC China/HK,BU_VIZ,04_Variances
4072.5858146836035,4675.665603640997,1/24/2024,SSC AUSNZ,BU_VIZ,04_Variances
2891.4602085499323,8311.179270322511,2/4/2024,SSC China/HK,BU_ODX,04_Variances
,1621.4900900735988,3/12/2024,SSC AUSNZ,SBU_OPT,04_Variances
,3239.970694158696,4/21/2024,SSC Benelux,BU_RAD,04_Variances
,8032.433477744479,5/9/2024,SSC Germany,SBU_OPT,04_Variances
,599.6915946310254,5/11/2024,SSC China/HK,BU_ODX,04_Variances
,6545.695588,6/7/2024,SSC China/HK,BU_REF,04_Variances
,360.68388934060033,6/10/2024,SSC China/HK,ALL_MED,04_Variances
,9059.946129724094,6/29/2024,SSC AUSNZ,BU_REF,04_Variances
,4608.228170233081,7/1/2024,SSC Germany,BU_ODX,04_Variances
,685.2104101185402,8/19/2024,SSC Germany,SBU_OPT,04_Variances
,2670.3831094077955,8/22/2024,SSC AUSNZ,BU_REF,04_Variances
,2837.709715387293,9/9/2024,SSC China/HK,BU_RAD,04_Variances
,7344.726064988449,10/2/2024,SSC AUSNZ,BU_REF,04_Variances
,292.80528983100794,10/7/2024,SSC China/HK,SBU_OPT,04_Variances
,6055.761214246286,11/10/2024,SSC Germany,ALL_MED,04_Variances
,5991.766218869167,11/12/2024,SSC Benelux,SBU_OPT,04_Variances
,2649.7101567896984,12/4/2024,SSC AUSNZ,BU_REF,04_Variances
,2386.361822322392,12/5/2024,SSC Benelux,BU_ODX,04_Variances
,1659.7502436455204,12/17/2024,SSC China/HK,BU_VIZ,04_Variances
,1317.5468775517209,12/19/2024,SSC AUSNZ,BU_RAD,04_Variances
,3996.378454948873,12/30/2024,SSC Germany,BU_VIZ,04_Variances
,7766.392408911158,1/10/2025,SSC Benelux,BU_REF,04_Variances
,6634.757584178291,1/14/2025,SSC Benelux,BU_VIZ,04_Variances
,4045.544181118507,1/17/2025,SSC AUSNZ,BU_ODX,04_Variances
,6839.208223704528,2/19/2025,SSC AUSNZ,BU_VIZ,04_Variances
,3622.3301618012692,3/17/2025,SSC Germany,BU_VIZ,04_Variances
,1023.8531402429791,4/5/2025,SSC Benelux,BU_RAD,04_Variances
,3798.2616685209223,4/26/2025,SSC AUSNZ,ALL_MED,04_Variances
,2632.570959,5/17/2025,SSC Germany,BU_RAD,04_Variances
,7892.541868718827,5/27/2025,SSC Benelux,SBU_OPT,04_Variances
,6139.580648705593,6/3/2025,SSC AUSNZ,BU_VIZ,04_Variances
,4628.913994352768,7/16/2025,SSC AUSNZ,BU_REF,04_Variances
,9513.319203239995,7/24/2025,SSC AUSNZ,BU_ODX,04_Variances
,7729.129857903473,8/12/2025,SSC Germany,BU_ODX,04_Variances
,7738.295148799254,8/17/2025,SSC AUSNZ,SBU_MCS,04_Variances
,4626.515363666675,8/22/2025,SSC AUSNZ,ALL_MED,04_Variances
3368.367604590001,8074.203048198998,10/4/2021,SSC China/HK,BU_RAD,05_Risks
5564.988617122616,3598.5826563218234,10/8/2021,SSC China/HK,BU_RAD,05_Risks
6560.222496892083,6703.944127295994,10/20/2021,SSC China/HK,SBU_OPT,05_Risks
4836.987104,817.8263879352626,11/4/2021,SSC Germany,BU_VIZ,05_Risks
3360.9449069664934,9952.898778070821,11/8/2021,SSC China/HK,SBU_MCS,05_Risks
6545.9860821755865,4501.699481394455,11/20/2021,SSC AUSNZ,BU_ODX,05_Risks
1061.1708170002137,7279.047960702725,11/23/2021,SSC China/HK,BU_REF,05_Risks
6349.624725502072,9798.771042344095,12/19/2021,SSC AUSNZ,BU_RAD,05_Risks
5010.718196120384,3198.250005086461,12/29/2021,SSC Germany,BU_REF,05_Risks
5636.6131239193965,5327.400675088514,1/7/2022,SSC China/HK,ALL_MED,05_Risks
4731.707225675205,2827.765525,2/3/2022,SSC AUSNZ,ALL_MED,05_Risks
8902.496877384603,897.2073937025389,2/12/2022,SSC AUSNZ,BU_VIZ,05_Risks
1531.0803274677692,5425.412194444488,2/17/2022,SSC Benelux,BU_RAD,05_Risks
9034.792767016428,7937.392001676104,3/7/2022,SSC China/HK,SBU_MCS,05_Risks
9798.364022,6711.005179687193,5/14/2022,SSC Benelux,SBU_MCS,05_Risks
5263.351756480033,3039.9022641146457,6/12/2022,SSC Benelux,BU_REF,05_Risks
3330.002817967992,6897.077967800293,7/8/2022,SSC Germany,SBU_OPT,05_Risks
2276.643904,5617.4996120914075,8/3/2022,SSC Germany,BU_REF,05_Risks
2479.633290513117,9284.384274,8/31/2022,SSC AUSNZ,ALL_MED,05_Risks
4566.721420033023,2051.189093532292,9/17/2022,SSC Benelux,ALL_MED,05_Risks
9626.490980877326,2285.1380012320396,9/25/2022,SSC Benelux,BU_REF,05_Risks
1048.8603781053125,8013.16839,9/30/2022,SSC China/HK,ALL_MED,05_Risks
5462.276885112456,7480.028641295313,10/11/2022,SSC AUSNZ,BU_VIZ,05_Risks
8951.994169,3091.542411506145,10/18/2022,SSC China/HK,BU_REF,05_Risks
7528.887541588184,1033.895778250258,11/19/2022,SSC AUSNZ,BU_VIZ,05_Risks
4878.417433,5850.467478689376,11/26/2022,SSC China/HK,BU_VIZ,05_Risks
6973.1530714067685,2748.307313595222,12/4/2022,SSC Benelux,BU_ODX,05_Risks
3211.576970639557,9409.269113924138,2/1/2023,SSC Benelux,BU_REF,05_Risks
1225.7483496135208,5000.396496772343,2/6/2023,SSC Germany,BU_REF,05_Risks
8190.0410077566685,9468.776849860138,2/10/2023,SSC AUSNZ,BU_VIZ,05_Risks
5134.191220087293,8602.781199952626,3/2/2023,SSC Germany,BU_ODX,05_Risks
5039.290385,2781.702536663643,3/3/2023,SSC China/HK,BU_VIZ,05_Risks
3986.467045675835,6852.647335234726,3/16/2023,SSC AUSNZ,BU_RAD,05_Risks
5187.388321703727,8689.627715328528,3/17/2023,SSC China/HK,SBU_MCS,05_Risks
1402.5441583928964,932.9197344130176,4/16/2023,SSC Germany,SBU_MCS,05_Risks
6608.177095050267,9776.610554316387,5/10/2023,SSC AUSNZ,SBU_OPT,05_Risks
6814.464209949952,7725.784607177602,5/14/2023,SSC Germany,BU_ODX,05_Risks
9742.833152888112,8530.607580512355,5/21/2023,SSC Germany,SBU_OPT,05_Risks
4690.5075533346035,9949.121577795926,6/1/2023,SSC China/HK,BU_REF,05_Risks
6903.757781940294,9466.223730014271,6/10/2023,SSC Germany,BU_ODX,05_Risks
6106.232856424344,1942.8187608967655,7/14/2023,SSC China/HK,BU_ODX,05_Risks
3477.5795005728855,410.1788639697673,7/15/2023,SSC Benelux,BU_ODX,05_Risks
5302.7838933546345,5330.9695648707175,7/22/2023,SSC AUSNZ,BU_RAD,05_Risks
2671.0480222378787,6041.251014996159,7/27/2023,SSC Benelux,BU_REF,05_Risks
3170.8306923552354,9662.623500963984,8/12/2023,SSC Benelux,BU_ODX,05_Risks
3852.6756157206446,5165.269897,8/19/2023,SSC Germany,BU_RAD,05_Risks
5851.387785257946,6170.313166459809,8/21/2023,SSC China/HK,SBU_MCS,05_Risks
6848.055824438382,1373.6763820626363,8/24/2023,SSC Benelux,BU_ODX,05_Risks
7256.654669902126,406.3281992272978,9/17/2023,SSC Germany,ALL_MED,05_Risks
1909.7033526401415,8538.500109990857,9/21/2023,SSC AUSNZ,BU_ODX,05_Risks
9524.615664465678,7456.192287701667,9/30/2023,SSC Benelux,BU_VIZ,05_Risks
3031.1426952177503,720.4931801256608,11/4/2023,SSC Germany,SBU_MCS,05_Risks
2416.1877207775124,6401.144288485528,11/9/2023,SSC AUSNZ,BU_RAD,05_Risks
1488.0230876954604,1547.5623016160669,11/18/2023,SSC Germany,BU_RAD,05_Risks
5188.699885,7183.304962760829,11/25/2023,SSC AUSNZ,ALL_MED,05_Risks
884.1914087502006,853.4085096718063,12/15/2023,SSC Germany,BU_ODX,05_Risks
3797.412844701139,6544.339728065229,12/19/2023,SSC AUSNZ,BU_RAD,05_Risks
285.1750551443853,1229.8444997049987,1/5/2024,SSC China/HK,BU_RAD,05_Risks
8197.518753061398,6901.407549054416,1/22/2024,SSC China/HK,BU_VIZ,05_Risks
9185.364835601928,4318.456400506692,2/11/2024,SSC AUSNZ,SBU_OPT,05_Risks
5306.991668792466,4496.630328757134,2/17/2024,SSC Benelux,SBU_MCS,05_Risks
8436.697872125389,5668.502964056508,2/19/2024,SSC Benelux,ALL_MED,05_Risks
5682.711696449148,4353.7469890834345,2/28/2024,SSC AUSNZ,BU_ODX,05_Risks
,6859.370188424482,3/23/2024,SSC Germany,BU_ODX,05_Risks
,8207.189131208077,4/25/2024,SSC Benelux,BU_RAD,05_Risks
,2066.363352031599,4/26/2024,SSC AUSNZ,SBU_MCS,05_Risks
,8462.756781980957,5/30/2024,SSC AUSNZ,BU_ODX,05_Risks
,6010.2573749764715,6/4/2024,SSC China/HK,BU_VIZ,05_Risks
,5372.815138746596,6/6/2024,SSC Germany,ALL_MED,05_Risks
,7907.042927462989,6/12/2024,SSC Germany,BU_REF,05_Risks
,2724.587386876454,6/25/2024,SSC Germany,BU_VIZ,05_Risks
,3037.9594425754253,6/26/2024,SSC AUSNZ,SBU_MCS,05_Risks
,8216.189421615489,7/18/2024,SSC Germany,BU_RAD,05_Risks
,1231.8871195317183,7/22/2024,SSC China/HK,BU_VIZ,05_Risks
,8703.989889058139,9/12/2024,SSC Germany,BU_RAD,05_Risks
,1395.450470751501,9/22/2024,SSC Benelux,SBU_OPT,05_Risks
,9109.844959822825,9/26/2024,SSC Germany,BU_VIZ,05_Risks
,1867.1396586997253,10/9/2024,SSC China/HK,SBU_OPT,05_Risks
,2962.288462034587,10/14/2024,SSC AUSNZ,BU_ODX,05_Risks
,9854.347954975037,10/21/2024,SSC Benelux,BU_VIZ,05_Risks
,4107.400118258327,11/13/2024,SSC AUSNZ,BU_RAD,05_Risks
,6630.279957,11/17/2024,SSC Germany,SBU_OPT,05_Risks
,6298.220064587293,11/18/2024,SSC Benelux,BU_REF,05_Risks
,689.6418205589478,11/27/2024,SSC AUSNZ,SBU_MCS,05_Risks
,1807.580817,11/29/2024,SSC AUSNZ,ALL_MED,05_Risks
,9255.745233118074,1/8/2025,SSC AUSNZ,BU_REF,05_Risks
,6322.520694432941,1/21/2025,SSC China/HK,ALL_MED,05_Risks
,7223.442597136359,1/31/2025,SSC Benelux,SBU_OPT,05_Risks
,1535.006440577668,2/8/2025,SSC Benelux,BU_ODX,05_Risks
,6820.971638055217,2/14/2025,SSC Benelux,BU_VIZ,05_Risks
,2118.491967791411,2/24/2025,SSC Germany,SBU_OPT,05_Risks
,568.0071146783903,3/22/2025,SSC China/HK,SBU_MCS,05_Risks
,5137.3554924176915,5/5/2025,SSC Germany,BU_REF,05_Risks
,9626.755730230769,5/19/2025,SSC Germany,BU_RAD,05_Risks
,3299.7574058462624,6/29/2025,SSC Germany,ALL_MED,05_Risks
,7902.527701081191,7/1/2025,SSC Benelux,SBU_OPT,05_Risks
,3261.637686594895,7/14/2025,SSC Benelux,BU_REF,05_Risks
,6707.622220977984,7/19/2025,SSC AUSNZ,BU_RAD,05_Risks
,7062.917499180154,7/26/2025,SSC Benelux,BU_REF,05_Risks
,3257.644242850793,8/8/2025,SSC AUSNZ,SBU_OPT,05_Risks
